ID,Reviews,Review Analysis
81,excellent product genuine and original product pta approved no patched mobile seller sounds a very professional and committed in such deals strongly recommended and feel free to buy this product thank you daraz and grateful to you dear seller 1111 received as per specs mentioned highly recommended box was sealed and came with all accessories the seller is recommended for geniune product excellent device delivered before time 100 seller recommended very beautiful thanks shop tech love you set was pin pack 1111 received as per specs mentioned highly recommended i am regular customer of daraz and always have a vgood experience with daraz itel s23 is excellent same as show in picture thank you daraz good packing and delivery on timegreat work recieved on time awesome devicethanks daraz and seller for on time delivery its genuine and 100 original 1010 recommended  reasonable phone at a reasonable price received same but packing need improvement to prevent damage and ensure safety very good smart phone and good packing thanks  all goodno problem in any function,Positive
82,recommended seller  fast shipping pin packedthis phone has been warranty active 6 weeks ago on manufacture date by samsung phone is original and has not been repacked the warranty is 24 months and will expire september 2025so hurry up before your favorite color is sold out in description section it says whats in the box  1 phone  1 charger but there is no charger in the box i know samsung latest phone dont have chargers anymore but then why did your write it like that moreover the descriptionspecification style of this phone in the daraz store was the worst thing i have ever seen kindly hire someone good other then of that original sellersamsung flagship store is selling originalsealed mobile phones good delivery service so overall 3 star rwc2 genuine product with quick delivery rwc2 genuine product with quick delivery intime delivery and exact product fully satisfied with daraz and their 1111 sale recommended sellar original product pta approved deliver time to lahore 3 days fast delivery they sent what they showed awesome phonetimely delivery awesome excellent in description section it says whats in the box  1 phone  1 charger but there is no charger in the box i know samsung latest phone dont have chargers anymore but then why did your write it like that moreover the descriptionspecification style of this phone in the daraz store was the worst thing i have ever seen kindly hire someone good other then of that original sellersamsung flagship store is selling originalsealed mobile phones good delivery service so overall 3 star he log 2 3 br mere sath kr chuky h ye asa  2 3 month purana used mobile bhejte  afsos daraz fraud sellers ko kuch nhi kheta the phone is fine but very conveniently they didnt inform that the phone isnt dual sim being sly gets you nowhere  ,Positive
83,               ,Neutral
84,mobile is original as shown in the picture i give 5 star to the seller honest seller but the leopard courier is third class delivery they could not deliver thier behaviour is very rude bohat zabardast phone aya h same as shown mujha pehla dar tha k fake na ho but ya fake nai tha 1010  1111 excellent service by darazpurchase on installment cheaper then marketthanks daraz very authentic sellerthank you so much received in a great condition and delivery was also fastmuch better price on daraz 1111 sale its pta approved also  recommended  1111 1111 excellent service by darazpurchase on installment cheaper then marketthanks daraz good infinix moblie and pta aproved mobile good sellar 1111 good quality original product good packing  good daraz sarvice thx sellar  daraz exellent with this vendor i hv placed many times and i get delivery on very next day always i dont know the trick of this vendor how he delivers on very next day always he sends the right product and same color as per order always and with good packing he sends i received original pta approved infinix hot 30 mobile phone packing was excellent  the phone is exactly what i expected delivery time was very quick and i also recommend others to purchase phones from this seller the seller is very honest and committed excellent service received on time all things good  original product  fast delivery seller recommend received first day of given date received safely and on time however i was sent white color while i ordered black very quick delivery original product,Positive
85,                                          ,Neutral
86,3 din use kiya acha hai bilkul jaisi cheez order ki waisi hi mili hai seal pack phone tha thank you selar good packing all ok hai lakin pawar bank kam hi krta baki sb thk hai thanks good phon good mobile phone thanks seller and daraz but delivery ke date ma baki sirf 7 month rahty han its disappointed because seller write in description 1 year warranty received accurately but what is the phone password same as shown tnx dear saller tnx daraz very good phone as shown in the picture  thank you daraz battery fholi hoi hy mobile on nai hoa abi tak battery ki wajah sy very bad experience  good mobile phone thanks seller and daraz but delivery ke date ma baki sirf 7 month rahty han its disappointed because seller write in description 1 year warranty                         good mobile is big battery thanks daraz very nice prodacts good sale r very good nice mobile mobile acha hai phly torha tng kiya as ne abhi thik chl rha             musb        ,Positive
87,really liked the phone bought it in 1111 sale its display speed and overall performance is amazing and obviously for camera just one word its awesome delivered in 3 4 days trusted seller highly recommended this phone if you have budget of 150k a very nice xiaomi 13t model i am buying a daraz 1111 sale sharing my review after 1 day use so far so good delivery was a bit late and packing was not perfect but product was not damaged ill edit the review 7 day use same as shown in the picture and cheaper from the local market as described and timely delivered genuine product with all seals were intact when received excellent product quality original product and charger highly recommended xiaomi 13t is official from xiaomigood devicei bought 155999 discount of 15000 because there is voucher of bank and also there is 1111 sale device is genuinepacking is awesome with bubble paper to decrease the loss of device 1111 classy but price is quite high original product arrived safely with warranty delivered superfast next day very nice phone excellent service and product highly satisfied with the box pack pin pack non active device pta approved and this blue color is love,Positive
88,thanks for daraz  tecno flagship store mobile boat acha hai or pin packed hai deliver bhi 1 din hogya i am very happy once againthanks for daraz  tecno flagship store this is my first experience buying a phone from daraz its good for me the phone is ok nonrepacknonactive i am 100 satisfied for daraz only for this product only tecno 20 camon thank you so much tecno company zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much tecno best experience with daraz and best experience with this seller great product and well packingi satisfied with daraz and with this store best mobile tecno comman 20 with this price this is my first experience buying a phone from daraz its good for me the phone is ok nonrepacknonactive i am 100 satisfied for daraz only for this product only tecno 20 camon thank you so much tecno company zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much tecno thank you daraz mall thank you tecno for this amazing experience i have placed my order for tecno camon 20 pro as well hope i receive it in black color and in perfect condition as i received this one thanks in advance the phone is awesome given the price tag with amoled display has good display and very little bazzles which makes the whole viewing experience good processor should have been atleast helio g96 only this is the con cameras are average i really pleased to share my review regarding this awesome purchasei am 100 satisfied with daraz and techno official storedevice is genuine and packing of device was up to the mark i extremely grateful to daraz management 1111 perfect phone is this price bracket cheaper then mobile markets price market price 60k extra discount on bank card btw delivered after a day over all experience 9510 bht hi acha mobile hai warranty card bhi sath hai or bht hi jaldi receive hoa hai received on time there is no user manual inside only pta approved and warranty card overall good experience excellent fully satisfied with seller buhat hi acha phone h it is very nice when i see mobile doba pack aur boht good ho gya allah naseeb may karay jazakallah,Positive
89,meny jo socha tha us sy kahi gunna ziyad achi cheez paayi bhut zabadast hai hai dabba pack and one year warranty m thnx sir muja umeed nahe ti muja atna acha or bahtreen mobile mali g thnx team  thnx draz the phone is a star and the seller is a gem i am always an infinix phone lover but this one is the best of all phones speaker sound quality is pretty good with jbl and hires sound all round fast charging works with any pd 3 charger irrespective of brand and cable screen brightness is excellent even if not amoled the golden leather back add premium and flagship look to the phone thanks to the seller for answering the queries promptly and sending the pin packed unactivated phone amazing mobile phone good delivery time ma sha allah jo order kia tha woi same mila ha mobile bhut zeberdast ha use krnay main excellent bint e saeed and draz meny jo socha tha us sy kahi gunna ziyad achi cheez paayi bhut zabadast hai hai dabba pack and one year warranty m thnx sir muja umeed nahe ti muja atna acha or bahtreen mobile mali g thnx team  thnx draz original mobile phone  thanks daraz  bohut acha phone hai or mashaallah sa delivery bhi time par hui hai or jo mena color bola tha wohi bhaja hai thank yoy so much service and product both are great must be recommended this seller                          30    amazing delivery before time  excellent experience best seller recommended 1111 the product is goodthe seller is also replying to every questionthis is my first phone and sho happy lol a nice packing and fastest delivery in sale i am really impressed now from daraz,Positive
90,well packed buht hi acha original mobile very fast delivery within just 2 days good seller im very happy and satisfied thanks mobile is 100 genuine sealed pack seller is so much co operative  price is very low than other sellers or market recommended to all thanks  great seller awesome thank you so muchrecommended seller 25 rupay ziada lia but product acha aur original tha very very good working thanks seller very responsible person very one close ur eye and buy it  seal pack                                   100 satisfied great seller awesome thank you so muchrecommended seller great dealpta approved and plenty of ram 128gb5000mah batteryhold warrantyso far good impressionhope to use it long time good packing and official phone delivered also seller very cooperative and guided properly about warranty good after oneday received ontime delivery well packed and very satisfied with the product  seller recomended totally worth it 100 recommended such fast service im use already he is very beautiful mobile very nice product same as shown,Positive
91,very good and nice product  with 0fficial warranty of 1 year  thanks daraz ,Positive
92,i loved the phone its orignal n sealed brand new phone thank you seller 1111 excellent quality mujhe mbl receive howa hai good  in time and same samsung product jo market mn 40000 mn mil rhi this wahine daraz pe 32500 mn melissa hai perfect thanks thanks excellent product good set box pack new with charger  thanks to glow tech original product delivered fast deliveryoriginal product with discount thanks daraz and seller  good mujhe mbl receive howa hai good  in time and same samsung product jo market mn 40000 mn mil rhi this wahine daraz pe 32500 mn melissa hai pk dex courier service is very poor and slow  ,Positive
93,mobile battery timing is very long tourch is very expensive but screen is small keypaid is very samouth mobile acha hy good draz seller shukrya according to price mobile in very good according to price mobile in very good mobile battery timing is very long tourch is very expensive but screen is small keypaid is very samouth ,Positive
94,waqt se pehly dilevry hogai mob b new he jazakallah dear,Positive
95,1111 the phone with the accessories seems fine but the back side of the phone in black color was not as shown in picture rather its kinda green and black mixed with a plain surface,Positive
96,very bad daraz  very very bad seller mobile acha hy but halka hy uthany me jesy wazan ni sada lagta hy but ok hy koi falt ni bs mobile or charger hy yah mobile phone bahut achcha hai maine purchase kiye hai nice working thanks for daraz best quality hai  alhamdulillah got seal packed pta approved mobile i bought this for my mother and she like it quiet immersive packing no complain 1010 you can buy from this seller with 0 doughts thank you so much very good sallery delivery is very fast sir ap ka bhoot bhoot shukria or ap great ho ma shall ah bhot acha mobile ha inshallah ap sa 2 mobile or bhi purchase krny ha bahut hi jabardast mobile hai bahut hi cheap price mein ha bilkul jabardast mobile hai aap khariden befikra hokar sir jo manga wesa hi milla bht zabardast mashaallah malik apk rizq mn barqat ataa farmae bhtt awlaaoutclaas response from seller product bhi bht achi hy good seller timely delivery and item received is as advertised excellent product and very useful too mobile zabardast hy thenx daraz its nice mobile acha hy but halka hy uthany me jesy wazan ni sada lagta hy but ok hy koi falt ni bs mobile or charger hy very bad daraz  very very bad seller,Positive
97,deliver in 3 days no warrenty card no handfrees in box only charger and low quality backcover in box light weight pakistan make set sparx not techno spark neo x but har cheez kam kar rahi hai design acha hai color jo mangwaya wohi aya bht acha mobile he thank youexcellent servicedelivered on time so reasonable so beautiful just like a woo  thanks daraz and thnks seller  beautiful and nice produt recommended to all seller is honest  bhotttt shukrya daraz original product hai fast dilevry i am fully satisfied  thanks  very nice mobile i love it its worth it in this price deliver in 3 days no warrenty card no handfrees in box only charger and low quality backcover in box light weight pakistan make set sparx not techno spark neo x but har cheez kam kar rahi hai design acha hai color jo mangwaya wohi aya good moblie thanks daraz but color is changed plz send same the which we orderjazakallah nice i like  100 original and box  pack product very beautiful cell phone i relly happy its amazing mobile phone camera result no no response seller fake items dear thanks for you ,Positive
98,good product thanks vender same as show in picture thanks daraz best price  best quality smooth keypad and long battery timing i personally used mobile quality is very high but the charger is not working best price  best quality smooth keypad and long battery timing i personally used cell fone nokia k bht acha lga h aj e prsal mila h bki use kry gy to pta chly ga kasa h excellent good quality jaisa socha tha us sy zyada acha mobail ha original product mobile quality is very high but the charger is not working good darazpk good seller merit shop ke liye best mobile bht bht acha tha m ny apny liya mangwaya tha bht acha aya hy complete products with charer and battery nad pakiging is so good good product recommend ye mobile mujhe buhut passand aya thanks daraz plz cancell my all orders ok thanks for your cooperation this is what is wish,Positive
99,its pta approved device very nice mobile thanks ,Positive
100,features are the same as described excellent job best quality best quality excellent job excellent  ,Positive
101,box was damaged there was no seal on a box mobile was used the gift they shown in pictures was different from what they sent very bad experience  mobiles itna mahnga lia battery time not good jo gift beja wo to bilcul h bekar ha is se acha 1000 ma jo daraz se order kary wo best ha main cheez no seal on the box box fully opened too much dispoint to see the mob and gift no handfree charger b i think change tha 3 ganty ma full charge karta din ma 2 bar charge karna parta but nice mobile and good delivery we are very happy to see the free gift with it excellent delivery service and good quality original mobile mobiles itna mahnga lia battery time not good jo gift beja wo to bilcul h bekar ha is se acha 1000 ma jo daraz se order kary wo best ha main cheez no seal on the box box fully opened too much dispoint to see the mob and gift no handfree charger b i think change tha 3 ganty ma full charge karta din ma 2 bar charge karna parta but box was damaged there was no seal on a box mobile was used the gift they shown in pictures was different from what they sent very bad experience  daraz is the most pathetic platform of entire world seller was highly non responsive and delayed the order similary draaz customer support was constant agony mobile v29e acha set nhn he jitne price he jhoota seller hy gift tha is k sath nai diarate b zayada hy is phone ka     ,Positive
102,seems pin packed and original thanks for timely delivery how it performs time will tell good quality sasta or acha phone hai thanks to seller and platform daraz thanks  battery time down fast good phone as per price valuable 1111 cell phone is not good as expected but there is no option in return policy for change of mind which is not good as mention 5inch display but its like 4inch and battery time very less as compare to price not recommended awesome in this price the mobile we got its perfect like i should say if u want a mobile for chat and stuff in a very low budget then this is the one acha phone ha par delivery late ha the quality of this product is very fine its good in this price but battery down and down with out any use good performance nice mobile ha ma na is ko use kia ha seller na bohot hi achi cheez di ha battery timing bi bohot achi ha 5 stars dekh hi rhy hyn ap option 7 stars ki bhi hoti tu zror send kerty excellent cell phone in reasonable price salam tankyuo darz jo dhkta hi wo hi dta hi mobile ko battery theek nahi hai nice quality phone so much happy,Positive
103,very nice and good packingjo dekha aur kaha tha wo hi received howa 3rd time received product and excellent darazthanks it was just awesome thanks daraz thank you so much seller same colour and outstanding service quick delivery grey order kya thw or blue receive hua bx yehi waja h jw daraz pr trust ni hota excellent experience received next day thank you so much daraz team colour blue select kia tha msg bhe kia tha per black bhja baki mobile new hai orignal beaten service our zabardast prudect excellent service deliver 2nd day of order pin pack devicewrapped with care good seller satisfied flash delivery and original product       ,Positive
104,mobile phone kamal ka tha bilkul ok piece tha baki mobil tu thk ha but battery timing thori fast ha baki best ha thanks draz seller bhot hi acha ha atna price ma acha hi atya ha at daraz my experience of purchasing is very good but this time i am facing trouble as the front camera of said phone is blurred your service was good and mobile was also good but it battary low fast and battery time is not goodthx  ,Positive
105,best mobile in this price i recommend others to buy this specially from this seller seller is very good responsive reviewworldcup            boht acha tajurbaraha very kind perdon sellerher bat ka boht achy sy reply kiamjhy ordrr jaldi chahye tha within 2 days mien order milgyabox pack packingdelivery bhi fast hui allah is seller k karobar mien taraqi dy            very nice seller very coprative and very good product and service                 best seller very cooperative mobile overall acha ha  sb perfect ha pr sb se acha seller ka ikhlaq ha jis trhan deal krty hain very nice will shop again inshaallah really honest seller fast delivery service same as shown jo dekha waise hi aya box packed i dont have pic now but ill show pics very soon thank you so much seller and daraz 100 recommended  behtreen service daba pack set behtreen packing mein mily delivery bhe tymsy pehly 3 din mein ho gae seller jaldi response karta hay highly recommended great seller fast delivery and quick response chat service 10 out of 10 for the seller good product as per picture delivery on time i am satisfied i recommend this seller delivered on timesame as shown in pictures thanks for your nice cooperation received on time and best phone in this price range abi sim dal k use nai kiya baqi sahi laga raha hai awesome jitna suna tha us sy zyada acha,Positive
106,i ordered vgotel note23 came with charger and hand free nice mobile overall good experience but price is a bit different than market,Positive
107,best is mobile k sath koi warranty card nahe mila aur na hi box per pta approved likha ha          ,Positive
108,its really was a good experience  mobile phone has a brand new look its performance in future will prove its ultimate quality and cost effectiveness the phone is damaged and is not working  has been a week that i ordered a return request but havent received any rider who can pick up the defected piece           good experience       ,Positive
109,excellent jo order kia whi mil gia original thanks seller and draz very nice cell phone in this price range much better than nokia both aala mobile hi nice daraz both aala mobile hi nice daraz good for calling  very nice cell phone in this price range much better than nokia  best quality mobile thanks daraz in time and good product nice mobile quality satisfied baki sahi ha likan handfree ni ha or waranty bhi ni ha original product working well  ,Positive
110,deliver on time good product  product quality is good as per the expectations its value for money but price is comparatively bit high as per the market original product delivered  reliable seller  timely delivered  original product delivered  reliable seller  timely delivered  thanx 4 sending blue clr market mai bht short ha aur black mai mil raha tha deliver on time good product  excellent recommended good  cell  phone honest seller  thanks daraz and seller trusted seller original and perfect mobile recieved absolutely satisfied with the seller delivery was exceptionally quick product arrived in perfect condition and is same as advertised 100 would highly recommend this seller great job done by seller good  product and service highly recommendedtrust worthy seller product quality is good as per the expectations its value for money but price is comparatively bit high as per the market seller rply bhot lte krta h baqi product original lgi,Positive
111,mashallah mashallah bht hi acha mobile hai thanks daraz and thanks sellar packing b achi thi or us sy b achi bat k delivery bht jald hui battery time 29 hrs on continuous call light weight good and original product thanks seller and daraz it have phone tracker wich is not mentioned on box i like it recommended          quality is good but face book whas app not included signal is low some time while other set are working bht a6a h mobile or battery b bht power full hai thnx daraz and sellers  just received todaythe seller is cooperative and delivery service is also goodbut the mobile is very problematic in receiving and dialing calls due its weakness in signal receiving systemso i will refund it excellent product too much big battery specially for those whos forget to charge mobile offenly mobile bht a6a tha tha thnx daraz and sellers           all okay good phone battery sirf 5 din nikalti he in pso me acha product he bohat acaha mobile hai jasa dikah tha wasa hi mila hai very very goog mobile same as shown good product mobile box pack mila seller service 4 stars qk late percel pickup krwaya he try kiyaa krein keh jis din order kiyaa ho usi din h percel daraz ko pohnchayein baqi product mein koi masla nahi hai delivery service 3 stars every thing  mobil seller delivery perfect,Positive
112,honest seller fast shipping phone is very good camera results also nice all over good phone and i ordered again original product good service and quick delivery got the parcel in 2 days seller was way too helpful product is genuine pta approved 12 months warranty from advance telecom a nice handful and cost effective mobile phone highly recommend jazakallah honest seller and deliver in just 2 days authentic product product to apni jagah itni qeemat men bhot acha hai lekin asal men jo muje free men mili woh seller ka sacha aur jaldi response hai jis ki bhot ahmiyat hai allah aap k karobar men taraqqi ata farmaey thank you so much very nice mobile very good quality  very fast delivery seller is very responsive and honest original product received in original packing with 1 year e warranty phone is also superb as per expectations boht acha mobile hy zaberdeast nice mobile phone thanks daraz mashallah the phone is more beautiful than the picture and the seller is very cooperative even though i ordered a wrong but they changed its color to my liking when i text them jazakallah outclass mobile and seller is very honest as per product its really good experience with customer satisfaction approach i really like it time delivery awesome satisfied packing and genuine product same wohi cheiz bheji hai aur same wohi color green us krna bad review day rhi ho  very nice set seller was very cooperative specially thanks for colour which is same as ordered ma shaa allah product ki quality bohat achi hai jaisa order kia tha waisi he delivery hui hai honest seller  value for money recieved as shown recommended seller ,Positive
113,very nice  mobile it is more than perfect thanks daraz and thanks dealer thri preshni thi mehngi chez phli dfa daraz sy buy krty hue k pta k orignle hgi k ni but dekh k sary doubt clear ho gye daraz ki dlivry srwis bht slow hti ja re bki fon a1h  best mobile i m so happy ya mobile mine open is liya nhi kia mujhe gift krna hai wase mobile bhot axha hai  i bought 2 mobiles and am fully satisfied with all services mobiles are very good even delivered on time thanks daraz the seller is very cooperative the product is same as shown the delivery time is very short seller is very good on time delivery very much satisfied good bahot hi kamal ka ha ya mobile camera work little bit not good very smart phone thank you seller seller service 1010  excellent i order this phone reach me timely quickly delivered me cellphone is good but battery timing is not good price is high,Positive
115,securely packed and delivered exactly as described and ordered there was no tech sirat warranty card in the box so i have reservations there apart from the warranty card all is well very good product and delivered on time so far this year it is the best phone in 50k received same as advertised with color ,Positive
116,well and protected packed delivered well before defined time original and pta approved device and yes prices were more competitive than other sellers on redmi store just seller need to improve chat response and response time whereas he also responded chat and ensured proper and regional product delivery good experience with seller so far booked on 111123 and delivered on 151123 ie fast delivery original and same product i ordered well packaged but warranty card is not available in th box very good service by seller this is my second order product delivered on time and accuretly nice set best quality and best price mashallah bohot payra mobile ha  honest seller and value for money  nice product nice booked on 111123 and delivered on 151123 ie fast delivery original and same product i ordered well packaged but warranty card is not available in th box it was a wonderful experience and im satidfied with the product its seller and delivery service thanks daraz and thanks seller received my phone with in the advised lead time all good and i will give 100 very good product and very good response from seller very fast delivery barakallah excellent i received my parcel excellent product for the supplier fast deliveryhighly recommended the product was good seller is very cooperative recommend genuine seller best product,Positive
118,befor 1111 sale excellent masha allah and jazak allah for seller allah karobar me barkat de same as shown or saller ne mujhe new dia stock abhi warrant start bhi nhi hui hai jan24 se dec23 ki warenty hai thank you seller  daraz jitni tareef ki jai kam hai 100 geniun  recomended excelllent quality same as shown super sy bhi uper daraz sy jab bhi order kia a one rha i love daraz tanx seller also hamara itemaad bnanay k liayu200d great it as shown it was my 6th order good experience highly recommanded daraz a weekness delivery is too slow thanks daraz and sellermob have no privacy system very bad thank you daraz jesi chiz dikhai he same wahi bhji h wonderful amazing mobile mashallah bohut acha h taba pack bahja hai recommend seller and the store   ,Positive
119,mashallah this seller rocks once again shayed kuch pakistanio k isi imaandari k badolat hamara mulk abhi tak salamat hai allah apke karobar main bht barkat dey excellant product market main is rate main box pack available nhi pehlay bhi maine inse itel ka mobile lia tha wo bhi bht acha tha thanks alot seller and specially for daraz to provide such reliable platform for us jazak allah not good mobile its not a good phone at all purana software hy q mobile jesa chalta bi thk say nahi hy battery bi jaldi low krta hy sastay kay chakr ma apna time aur paisa waste na karen  amazing product nice dealer noice good qulity 1111 its not a good phone at all purana software hy q mobile jesa chalta bi thk say nahi hy battery bi jaldi low krta hy sastay kay chakr ma apna time aur paisa waste na karen  not good mobile jasy many socha wesa he mera parsal tha bahtreen paking the or jo time deya gaya tha ussy bhe pahaly milla thanks daraz  ,Negative
120,i received my product before delievery date thr phone was box packed i recommend this seller for phone buying i am truly satisfied with the seller excellent service very cooperative seller very fast delivery alhamdolillah got my package delivered super fast within 12hrs 50 mins to be exact even before the initial expected arrival date seller was super cooperative humble and replied instantly in chat the parcel itself was packed firmly carefully and securely the phone was pta approved the official warranty started on the date of purchase im more than satisfied with my experience highly recommended thank you very much daraz and seller jazakallah alhamdullilah  original product  recommended  its my first order from darazoriginal device bheji hai seller ny main ny sy baat kar ky delivery fast karwai thi on time mujhy mobile mil gya ill recommend this seller bth acha thanks daraz jasa mangwaya whe byja h r 1 din my he delivery h gya bundle of thanks beautiful and orignal products seller is so good  satisfied original product with all the asscessories sealed packed happy to buy mobile from this seller recommended receive in perfect condition delivery timing is to excellent     ,Positive
121,recommended seller  fast shipping pin packedthis phone has been warranty active 6 weeks ago on manufacture date by samsung phone is original and has not been repacked the warranty is 24 months and will expire september 2025so hurry up before your favorite color is sold out in description section it says whats in the box  1 phone  1 charger but there is no charger in the box i know samsung latest phone dont have chargers anymore but then why did your write it like that moreover the descriptionspecification style of this phone in the daraz store was the worst thing i have ever seen kindly hire someone good other then of that original sellersamsung flagship store is selling originalsealed mobile phones good delivery service so overall 3 star rwc2 genuine product with quick delivery rwc2 genuine product with quick delivery intime delivery and exact product fully satisfied with daraz and their 1111 sale recommended sellar original product pta approved deliver time to lahore 3 days fast delivery they sent what they showed awesome phonetimely delivery awesome excellent in description section it says whats in the box  1 phone  1 charger but there is no charger in the box i know samsung latest phone dont have chargers anymore but then why did your write it like that moreover the descriptionspecification style of this phone in the daraz store was the worst thing i have ever seen kindly hire someone good other then of that original sellersamsung flagship store is selling originalsealed mobile phones good delivery service so overall 3 star he log 2 3 br mere sath kr chuky h ye asa  2 3 month purana used mobile bhejte  afsos daraz fraud sellers ko kuch nhi kheta the phone is fine but very conveniently they didnt inform that the phone isnt dual sim being sly gets you nowhere  ,Positive
122,               ,Neutral
123,mobile is original as shown in the picture i give 5 star to the seller honest seller but the leopard courier is third class delivery they could not deliver thier behaviour is very rude bohat zabardast phone aya h same as shown mujha pehla dar tha k fake na ho but ya fake nai tha 1010  1111 excellent service by darazpurchase on installment cheaper then marketthanks daraz very authentic sellerthank you so much received in a great condition and delivery was also fastmuch better price on daraz 1111 sale its pta approved also  recommended  1111 1111 excellent service by darazpurchase on installment cheaper then marketthanks daraz good infinix moblie and pta aproved mobile good sellar 1111 good quality original product good packing  good daraz sarvice thx sellar  daraz exellent with this vendor i hv placed many times and i get delivery on very next day always i dont know the trick of this vendor how he delivers on very next day always he sends the right product and same color as per order always and with good packing he sends i received original pta approved infinix hot 30 mobile phone packing was excellent  the phone is exactly what i expected delivery time was very quick and i also recommend others to purchase phones from this seller the seller is very honest and committed excellent service received on time all things good  original product  fast delivery seller recommend received first day of given date received safely and on time however i was sent white color while i ordered black very quick delivery original product,Positive
124,                                          ,Neutral
125,3 din use kiya acha hai bilkul jaisi cheez order ki waisi hi mili hai seal pack phone tha thank you selar good packing all ok hai lakin pawar bank kam hi krta baki sb thk hai thanks good phon good mobile phone thanks seller and daraz but delivery ke date ma baki sirf 7 month rahty han its disappointed because seller write in description 1 year warranty received accurately but what is the phone password same as shown tnx dear saller tnx daraz very good phone as shown in the picture  thank you daraz battery fholi hoi hy mobile on nai hoa abi tak battery ki wajah sy very bad experience  good mobile phone thanks seller and daraz but delivery ke date ma baki sirf 7 month rahty han its disappointed because seller write in description 1 year warranty                         good mobile is big battery thanks daraz very nice prodacts good sale r very good nice mobile mobile acha hai phly torha tng kiya as ne abhi thik chl rha             musb        ,Positive
126,really liked the phone bought it in 1111 sale its display speed and overall performance is amazing and obviously for camera just one word its awesome delivered in 3 4 days trusted seller highly recommended this phone if you have budget of 150k a very nice xiaomi 13t model i am buying a daraz 1111 sale sharing my review after 1 day use so far so good delivery was a bit late and packing was not perfect but product was not damaged ill edit the review 7 day use same as shown in the picture and cheaper from the local market as described and timely delivered genuine product with all seals were intact when received excellent product quality original product and charger highly recommended xiaomi 13t is official from xiaomigood devicei bought 155999 discount of 15000 because there is voucher of bank and also there is 1111 sale device is genuinepacking is awesome with bubble paper to decrease the loss of device 1111 classy but price is quite high original product arrived safely with warranty delivered superfast next day very nice phone excellent service and product highly satisfied with the box pack pin pack non active device pta approved and this blue color is love,Positive
127,thanks for daraz  tecno flagship store mobile boat acha hai or pin packed hai deliver bhi 1 din hogya i am very happy once againthanks for daraz  tecno flagship store this is my first experience buying a phone from daraz its good for me the phone is ok nonrepacknonactive i am 100 satisfied for daraz only for this product only tecno 20 camon thank you so much tecno company zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much tecno best experience with daraz and best experience with this seller great product and well packingi satisfied with daraz and with this store best mobile tecno comman 20 with this price this is my first experience buying a phone from daraz its good for me the phone is ok nonrepacknonactive i am 100 satisfied for daraz only for this product only tecno 20 camon thank you so much tecno company zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much tecno thank you daraz mall thank you tecno for this amazing experience i have placed my order for tecno camon 20 pro as well hope i receive it in black color and in perfect condition as i received this one thanks in advance the phone is awesome given the price tag with amoled display has good display and very little bazzles which makes the whole viewing experience good processor should have been atleast helio g96 only this is the con cameras are average i really pleased to share my review regarding this awesome purchasei am 100 satisfied with daraz and techno official storedevice is genuine and packing of device was up to the mark i extremely grateful to daraz management 1111 perfect phone is this price bracket cheaper then mobile markets price market price 60k extra discount on bank card btw delivered after a day over all experience 9510 bht hi acha mobile hai warranty card bhi sath hai or bht hi jaldi receive hoa hai received on time there is no user manual inside only pta approved and warranty card overall good experience excellent fully satisfied with seller buhat hi acha phone h it is very nice when i see mobile doba pack aur boht good ho gya allah naseeb may karay jazakallah,Positive
128,meny jo socha tha us sy kahi gunna ziyad achi cheez paayi bhut zabadast hai hai dabba pack and one year warranty m thnx sir muja umeed nahe ti muja atna acha or bahtreen mobile mali g thnx team  thnx draz the phone is a star and the seller is a gem i am always an infinix phone lover but this one is the best of all phones speaker sound quality is pretty good with jbl and hires sound all round fast charging works with any pd 3 charger irrespective of brand and cable screen brightness is excellent even if not amoled the golden leather back add premium and flagship look to the phone thanks to the seller for answering the queries promptly and sending the pin packed unactivated phone amazing mobile phone good delivery time ma sha allah jo order kia tha woi same mila ha mobile bhut zeberdast ha use krnay main excellent bint e saeed and draz meny jo socha tha us sy kahi gunna ziyad achi cheez paayi bhut zabadast hai hai dabba pack and one year warranty m thnx sir muja umeed nahe ti muja atna acha or bahtreen mobile mali g thnx team  thnx draz original mobile phone  thanks daraz  bohut acha phone hai or mashaallah sa delivery bhi time par hui hai or jo mena color bola tha wohi bhaja hai thank yoy so much service and product both are great must be recommended this seller                          30    amazing delivery before time  excellent experience best seller recommended 1111 the product is goodthe seller is also replying to every questionthis is my first phone and sho happy lol a nice packing and fastest delivery in sale i am really impressed now from daraz,Positive
