ID,Reviews,Review Analysis,Product Title,Price,Rating,Free Shipping Status,Seller Rating,Ship on Time,Product Link,Specifications
113,very nice  mobile it is more than perfect thanks daraz and thanks dealer thri preshni thi mehngi chez phli dfa daraz sy buy krty hue k pta k orignle hgi k ni but dekh k sary doubt clear ho gye daraz ki dlivry srwis bht slow hti ja re bki fon a1h  best mobile i m so happy ya mobile mine open is liya nhi kia mujhe gift krna hai wase mobile bhot axha hai  i bought 2 mobiles and am fully satisfied with all services mobiles are very good even delivered on time thanks daraz the seller is very cooperative the product is same as shown the delivery time is very short seller is very good on time delivery very much satisfied good bahot hi kamal ka ha ya mobile camera work little bit not good very smart phone thank you seller seller service 1010  excellent i order this phone reach me timely quickly delivered me cellphone is good but battery timing is not good price is high,Positive,Itel S23 - 8GB Ram - 256GB Rom - 5000mAh Battery,31000,4.8,Standard Delivery,95.0,100.0,https://www.daraz.pk/products/s23-8-128-5000mah-i433716549-s2081356367.html?search=1,"['BODY\nDimensions\n164 x 76 x 8 mm (6.46 x 2.99 x 0.31 in)Weight\n195 g (6.88 oz)SIM\nDual SIM (Nano-SIM, dual stand-by)DISPLAY\nType\nIPS LCD, 90HzSize\n6.6 inches, 104.6 cm2 (~84.0% screen-to-body ratio)Resolution\n720 x 1612 pixels, 20:9 ratio (~267 ppi density)MAIN CAMERA\nDual\n50 MP, f/1.6, (wide), AF\n0.08 MPFeatures\nLED flashVideo\n1080p@30fps\nBATTERY\nType\nLi-Po 5000 mAh, non-removableCharging\n10W wired', '', '']"
115,securely packed and delivered exactly as described and ordered there was no tech sirat warranty card in the box so i have reservations there apart from the warranty card all is well very good product and delivered on time so far this year it is the best phone in 50k received same as advertised with color ,Positive,"Xiaomi Note 12 , 8GB RAM 128GB ROM , 50MP Main Camera , Finger Sensor , 5000mAh Fast Chargiing",49999,5.0,Free Delivery,87.0,0.0,https://www.daraz.pk/products/12-8gb-128gb-50mp-5000mah-i429660348-s2045859828.html?search=1,"['ProcessorCPUOcta-core (4 x 2.8 GHz Cortex-A73 + 4 x 1.9 GHz Cortex-A53) ChipsetQualcomm SM6225 Snapdragon 685 (6 nm) GPUAdreno 610 DisplayTechnologyAMOLED Capacitive Touchscreen, 16M Colors, Multitouch Size6.67 Inches Resolution1080 x 2400 Pixels (~395 PPI) ProtectionCorning Gorilla Glass 3 Extra Features120Hz, 450 nits (typ), 700 nits (HBM), 1200 nits (peak) MemoryBuilt-in128GB Built-in, 8GB RAM, UFS 2.2 CardNo CameraMainTriple Camera: 50 MP, f/1.8, (wide), 1/2.76"", PDAF + 8 MP, f/2.2, (ultrawide), 1/4"" + 2 MP, f/2.4, (macro), LED Flash FeaturesGeo-tagging, Phase detection, touch focus, HDR, Panorama, Video (1080p@30fps) Front13 MP, f/2.5, (wide), 1/3.0"", HDR, Video (1080p@30fps)', 'Build OS Android 13 OS  \nUI MIUI 14  \nDimensions 165.7 x 76 x 7.9 mm  \nWeight 183 g  \nSIM Dual Sim, Dual Standby (Nano-SIM)  \nColors Onyx Gray, Mint Green, Ice Blue  \nFrequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900  \n3G Band HSDPA 850 / 900 / 1900 / 2100  \n4G Band LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 40(2300), 41(2500)  \nProcessor CPU Octa-core (4 x 2.8 GHz Cortex-A73 + 4 x 1.9 GHz Cortex-A53)  \nChipset Qualcomm SM6225 Snapdragon 685 (6 nm)  \nGPU Adreno 610  \nDisplay Technology AMOLED Capacitive Touchscreen, 16M Colors, Multitouch  \nSize 6.67 Inches  \nResolution 1080 x 2400 Pixels (~395 PPI)  \nProtection Corning Gorilla Glass 3  \nExtra Features 120Hz, 450 nits (typ), 700 nits (HBM), 1200 nits (peak)  \nMemory Built-in 128GB Built-in, 8GB RAM, UFS 2.2  \nCard No  \nCamera Main Triple Camera: 50 MP, f/1.8, (wide), 1/2.76"", PDAF + 8 MP, f/2.2, (ultrawide), 1/4"" + 2 MP, f/2.4, (macro), LED Flash  \nFeatures Geo-tagging, Phase detection, touch focus, HDR, Panorama, Video (1080p@30fps)  \nFront 13 MP, f/2.5, (wide), 1/3.0"", HDR, Video (1080p@30fps)  \nConnectivity WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band  \nBluetooth v5.0 with A2DP, LE  \nGPS Yes + GPS, GLONASS  \nRadio FM Radio (Unspecified)  \nUSB USB Type-C 2.0, OTG  \nNFC No  ', '']"
116,well and protected packed delivered well before defined time original and pta approved device and yes prices were more competitive than other sellers on redmi store just seller need to improve chat response and response time whereas he also responded chat and ensured proper and regional product delivery good experience with seller so far booked on 111123 and delivered on 151123 ie fast delivery original and same product i ordered well packaged but warranty card is not available in th box very good service by seller this is my second order product delivered on time and accuretly nice set best quality and best price mashallah bohot payra mobile ha  honest seller and value for money  nice product nice booked on 111123 and delivered on 151123 ie fast delivery original and same product i ordered well packaged but warranty card is not available in th box it was a wonderful experience and im satidfied with the product its seller and delivery service thanks daraz and thanks seller received my phone with in the advised lead time all good and i will give 100 very good product and very good response from seller very fast delivery barakallah excellent i received my parcel excellent product for the supplier fast deliveryhighly recommended the product was good seller is very cooperative recommend genuine seller best product,Positive,Redmi 12 || 8GB Ram 128GB Rom || 5000mAh Battery,42999,4.7,Free Delivery,91.0,74.0,https://www.daraz.pk/products/12-air-8gb-128gb-wach-5000mah-i432544717-s2064878271.html?search=1,"['6.79"" FHD+ DotDisplay2460x1080, 396 ppiContrast ratio: 1500:1Color gamut: 70% NTSCBrightness: up to 550 nits (HBM)AdaptiveSync display: 36Hz/48Hz/60Hz/90HzSupports readming mode 3.0SGS Low Blue Light Certification\n50MP+8MP+2MP triple camera50MP main cameraf/1.88MP ultra-wide camera120° FOVf/2.22MP macro cameraf/2.4Rear camera video recording1080P 1920x1080 30fps720P 1280x720 30fps\nFront Camera8MP cameraf/2.1Front camera video recording1080P 1920x1080 30fps720P 1280x720 30fps\nBattery & Charging5000mAh battery (typ)Supports 18W fast charging*Power adapter is sold separately in certain regions. For optimal charging efficiency, we recommend using power adapters that support 18W PD charging, or Xiaomi official power adapters of 18W or above if available.USB-C\nSecuritySide fingerprint sensorAI face unlockNFCYes**NFC function may vary between markets.Network & ConnectivitySIM1 + Hybrid* (SIM or MicroSD)*Hybrid slot can be used either for a second SIM or a MicroSD card(1TB expandable)Network bandsGSM:2/3/5/8WCDMA:1/5/8LTE FDD: 1/3/5/7/8/20/28LTE TDD: 38/40/41Wireless NetworksWiFi: 2.4GHz | 5GHzBluetooth 5.3FM radio(with headphone jack)Navigation & PositioningGPS | Glonass | Galileo | BeidouAudio3.5mm headphone jackSplash,Water and Dust ResistantIP53*The device with IP53 has been tested to be resistant to splash and dust in the presence of specific laboratory conditions with the classification IP53 ingress protection based on IEC 60529:1989+A1:1999+A2:2013.SensorsAccelerometer | E-compassOperating SystemMIUI 14 based on Android 13', '6.79"" FHD+ DotDisplay2460x1080, 396 ppiContrast ratio: 1500:1Color gamut: 70% NTSCBrightness: up to 550 nits (HBM)AdaptiveSync display: 36Hz/48Hz/60Hz/90HzSupports readming mode 3.0SGS Low Blue Light Certification\n\n50MP+8MP+2MP triple camera50MP main cameraf/1.88MP ultra-wide camera120° FOVf/2.22MP macro cameraf/2.4Rear camera video recording1080P 1920x1080 30fps720P 1280x720 30fps\n\nFront Camera\n8MP cameraf/2.1Front camera video recording1080P 1920x1080 30fps720P 1280x720 30fps\n\nBattery & Charging\n5000mAh battery (typ)Supports 18W fast charging*Power adapter is sold separately in certain regions. For optimal charging efficiency, we recommend using power adapters that support 18W PD charging, or Xiaomi official power adapters of 18W or above if available.USB-C\n\n\nSecurity\nSide fingerprint sensorAI face unlock\nNFC\nYes**NFC function may vary between markets.', '']"
118,befor 1111 sale excellent masha allah and jazak allah for seller allah karobar me barkat de same as shown or saller ne mujhe new dia stock abhi warrant start bhi nhi hui hai jan24 se dec23 ki warenty hai thank you seller  daraz jitni tareef ki jai kam hai 100 geniun  recomended excelllent quality same as shown super sy bhi uper daraz sy jab bhi order kia a one rha i love daraz tanx seller also hamara itemaad bnanay k liayu200d great it as shown it was my 6th order good experience highly recommanded daraz a weekness delivery is too slow thanks daraz and sellermob have no privacy system very bad thank you daraz jesi chiz dikhai he same wahi bhji h wonderful amazing mobile mashallah bohut acha h taba pack bahja hai recommend seller and the store   ,Positive,Vgotel New 12 - 2GB RAM 64GB ROM - 6.52 Inches Display - 5000mAh Battery,16999,5.0,Free Delivery,88.0,100.0,https://www.daraz.pk/products/12-2gb-64gb-652-5000mah-i425521808-s2015916868.html?search=1,"['PTA Approved\n6.52 Inches Display\n2GB RAM\n64GB ROM\n5MP Front Camera\n13MP Dual Rear Camera\n5000mAh Battery', 'Specifications\n6.52 inchesDisplay\n2 GB RAM + 1 GB EXTENDEDRAM\n5000 mAhBattery', '']"
119,mashallah this seller rocks once again shayed kuch pakistanio k isi imaandari k badolat hamara mulk abhi tak salamat hai allah apke karobar main bht barkat dey excellant product market main is rate main box pack available nhi pehlay bhi maine inse itel ka mobile lia tha wo bhi bht acha tha thanks alot seller and specially for daraz to provide such reliable platform for us jazak allah not good mobile its not a good phone at all purana software hy q mobile jesa chalta bi thk say nahi hy battery bi jaldi low krta hy sastay kay chakr ma apna time aur paisa waste na karen  amazing product nice dealer noice good qulity 1111 its not a good phone at all purana software hy q mobile jesa chalta bi thk say nahi hy battery bi jaldi low krta hy sastay kay chakr ma apna time aur paisa waste na karen  not good mobile jasy many socha wesa he mera parsal tha bahtreen paking the or jo time deya gaya tha ussy bhe pahaly milla thanks daraz  ,Negative,"Sparx S7 2GB Ram 32GB Rom Tripple Camera 4000mAh Battery 5.45"" Display with One year brand warranty and PTA Approved",14999,3.6,Free Delivery,92.0,96.0,https://www.daraz.pk/products/sparx-s7-2gb-ram-32gb-rom-tripple-camera-4000mah-battery-545-display-with-one-year-brand-warranty-and-pta-approved-i434688222-s2089434696.html?search=1,"['• The Sparx S7 boasts 2GB RAM and 32GB ROM for efficient performance.\n• Capture stunning photos with the triple camera setup.\n• Enjoy long-lasting use with the 4000mAh battery.\n• Immerse yourself in an exceptional viewing experience with the 5.45"" display.\n• Rest easy with the one year brand warranty.\n• PTA has approved this device for use in Pakistan.\n• Find this product in the Mobiles & Tablets>Mobiles category.', 'The Sparx S7 mobile phone is an excellent choice for those who want a reliable and stylish device that can keep up with their busy lifestyle. With a 5.45\\\\\\"" display, 2GB RAM, and 32GB ROM, this phone provides ample space for all your apps and files. Its triple camera setup allows you to capture stunning photos and videos, while its powerful 4000mAh battery ensures that you can use your phone all day without worrying about running out of power. Moreover, this phone comes with a one-year brand warranty and is PTA approved, giving you peace of mind. If you\'re looking for a mobile phone that offers impressive features and a sleek design, the Sparx S7 is the perfect choice for you.', 'Specifications of Sparx S7 2GB Ram 32GB Rom Tripple Camera 4000mAh Battery 5.45"" Display with One year brand warranty and PTA Approved\nBrand No Brand SKU 434688222_PK-2089434696 Protection Not Specified Number Of Cameras Not Specified Year Not Specified\nWhat’s in the box Mobile x Usb Cable x Screen Protector x Pouch']"
120,i received my product before delievery date thr phone was box packed i recommend this seller for phone buying i am truly satisfied with the seller excellent service very cooperative seller very fast delivery alhamdolillah got my package delivered super fast within 12hrs 50 mins to be exact even before the initial expected arrival date seller was super cooperative humble and replied instantly in chat the parcel itself was packed firmly carefully and securely the phone was pta approved the official warranty started on the date of purchase im more than satisfied with my experience highly recommended thank you very much daraz and seller jazakallah alhamdullilah  original product  recommended  its my first order from darazoriginal device bheji hai seller ny main ny sy baat kar ky delivery fast karwai thi on time mujhy mobile mil gya ill recommend this seller bth acha thanks daraz jasa mangwaya whe byja h r 1 din my he delivery h gya bundle of thanks beautiful and orignal products seller is so good  satisfied original product with all the asscessories sealed packed happy to buy mobile from this seller recommended receive in perfect condition delivery timing is to excellent     ,Positive,"Infinix Note 30 RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 64 MP + 2 MP + AI Cam Battery Type Li-Po 5000 mAh, non-removable",46999,4.8,Free Delivery,95.0,100.0,https://www.daraz.pk/products/30-8-gb-256-gb-16-mp-64-mp-2-mp-ai-5000-mah-i428559876-s2046485138.html?search=1,"['BuildOSAndroid 13 OS UIXOS Dimensions168.6 x 76.6 x 8.6 mm Weight219 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsObsidian Black, Interstellar Blue, Sunset Gold Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 8(900), 40(2300), 41(2500) ProcessorCPUOcta-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55) ChipsetMediatek MT8781 Helio G99 (6nm) GPUMali-G57 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.78 Inches Resolution1080 x 2460 Pixels (~396 PPI) Extra Features120Hz, 580 nits (peak) MemoryBuilt-in128/256GB Built-in, 8GB RAM, UFS CardmicroSDXC (dedicated slot) CameraMainTriple Camera: 64 MP, f/1.7, (wide), 1/2"", PDAF + 2 MP, f/2.4, (depth) + QVGA, Quad LED Flash FeaturesPhase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30/60fps) Front16 MP, f/2.0, (wide), LED flash, HDR, Video (1080p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct Bluetoothv5.1 with A2DP, LE GPSYes + A-GPS support RadioFM Radio USBUSB Type-C 2.0, OTG NFCYes DataGPRS, Edge, 3G (HSPA 42.2/5.76 Mbps, 4G (LTE Cat4 150/50 Mbps) FeaturesSensorsAccelerometer, Compass, Fingerprint (side mounted), Gyro, Proximity Audio3.5mm Audio Jack, Dual Speaker, Tuned by JBL BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraNFC, (market/region dependent) Glass front, plastic frame, glass or leather back, Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Fast charging 45W wired', 'Build OS Android 13 OS  \nUI XOS  \nDimensions 168.6 x 76.6 x 8.6 mm  \nWeight 219 g  \nSIM Dual Sim, Dual Standby (Nano-SIM)  \nColors Obsidian Black, Interstellar Blue, Sunset Gold  \nFrequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900  \n3G Band HSDPA 850 / 900 / 2100  \n4G Band LTE band 1(2100), 3(1800), 5(850), 8(900), 40(2300), 41(2500)  \nProcessor CPU Octa-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55)  \nChipset Mediatek MT8781 Helio G99 (6nm)  ', '']"
121,recommended seller  fast shipping pin packedthis phone has been warranty active 6 weeks ago on manufacture date by samsung phone is original and has not been repacked the warranty is 24 months and will expire september 2025so hurry up before your favorite color is sold out in description section it says whats in the box  1 phone  1 charger but there is no charger in the box i know samsung latest phone dont have chargers anymore but then why did your write it like that moreover the descriptionspecification style of this phone in the daraz store was the worst thing i have ever seen kindly hire someone good other then of that original sellersamsung flagship store is selling originalsealed mobile phones good delivery service so overall 3 star rwc2 genuine product with quick delivery rwc2 genuine product with quick delivery intime delivery and exact product fully satisfied with daraz and their 1111 sale recommended sellar original product pta approved deliver time to lahore 3 days fast delivery they sent what they showed awesome phonetimely delivery awesome excellent in description section it says whats in the box  1 phone  1 charger but there is no charger in the box i know samsung latest phone dont have chargers anymore but then why did your write it like that moreover the descriptionspecification style of this phone in the daraz store was the worst thing i have ever seen kindly hire someone good other then of that original sellersamsung flagship store is selling originalsealed mobile phones good delivery service so overall 3 star he log 2 3 br mere sath kr chuky h ye asa  2 3 month purana used mobile bhejte  afsos daraz fraud sellers ko kuch nhi kheta the phone is fine but very conveniently they didnt inform that the phone isnt dual sim being sly gets you nowhere  ,Positive,Samsung Galaxy A54 8GB+256GB,128999,4.6,Fastest Delivery,92.0,100.0,https://www.daraz.pk/products/samsung-galaxy-a54-8gb256gb-i432674368-s2125093041.html?search=1,"['6.4 inches, 100.5 cm2 (~82.9% screen-to-body ratio)Android 13, One UI 5.150 MP, f/1.8, (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/2.2, 123˚ (ultrawide), 1.12µm 5 MP, f/2.4, (macro)Li-Po 5000 mAh, non-removable', '6.4 inches, 100.5 cm2 (~82.9% screen-to-body ratio) Android 13, One UI 5.1 50 MP, f/1.8, (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/2.2, 123˚ (ultrawide), 1.12µm 5 MP, f/2.4, (macro) Li-Po 5000 mAh, non-removable', 'Specifications of Samsung Galaxy A54 8GB+256GB\nBrand Samsung SKU 432674368_PK-2125093041 Protection Not Specified Number Of Cameras Not Specified Year Not Specified\nWhat’s in the box 1 x Phone, 1x Charger']"
122,               ,Neutral,Itel it 2165 - Without camera - Dual Sim - 1.77 Inch Display - Dual Sim - PTA Approved with 1 Year Brand Warranty - King Talker - 2000 Contacts Capacity - Wireless FM Radio - 1000mAH Battery - Bright Torch - Bluetooth - Memory Card Supported,2299,4.3,Free Delivery,87.0,100.0,https://www.daraz.pk/products/it-2165-177-pta-1-2000-fm-1000mah-i435992720-s2094172262.html?search=1,"['Itel it 2165\nWithout camera\nDual Sim\n1.77 Inch Display\nDual Sim\nPTA Approved with 1 Year Brand Warranty\nKing Talker\n2000 Contacts Capacity\nCall recording\nWireless FM Radio\n1000mAH Battery\nBright Torch\nBluetooth\nMemory Card Supported', 'Itel it 2165\nWithout camera\nDual Sim\n1.77 Inch Display\nDual Sim\nPTA Approved with 1 Year Brand Warranty \nKing Talker\n2000 Contacts Capacity \nCall recording\n Wireless FM Radio\n1000mAH Battery \nBright Torch\n Bluetooth\nMemory Card Supported', '']"
123,mobile is original as shown in the picture i give 5 star to the seller honest seller but the leopard courier is third class delivery they could not deliver thier behaviour is very rude bohat zabardast phone aya h same as shown mujha pehla dar tha k fake na ho but ya fake nai tha 1010  1111 excellent service by darazpurchase on installment cheaper then marketthanks daraz very authentic sellerthank you so much received in a great condition and delivery was also fastmuch better price on daraz 1111 sale its pta approved also  recommended  1111 1111 excellent service by darazpurchase on installment cheaper then marketthanks daraz good infinix moblie and pta aproved mobile good sellar 1111 good quality original product good packing  good daraz sarvice thx sellar  daraz exellent with this vendor i hv placed many times and i get delivery on very next day always i dont know the trick of this vendor how he delivers on very next day always he sends the right product and same color as per order always and with good packing he sends i received original pta approved infinix hot 30 mobile phone packing was excellent  the phone is exactly what i expected delivery time was very quick and i also recommend others to purchase phones from this seller the seller is very honest and committed excellent service received on time all things good  original product  fast delivery seller recommend received first day of given date received safely and on time however i was sent white color while i ordered black very quick delivery original product,Positive,Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,36999,4.7,Free Delivery,91.0,74.0,https://www.daraz.pk/products/30-8gb-128gb-5000mah-i431382940-s2064284782.html?search=1,"['General FeaturesRelease Date2023-08-29SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.7 x 76.6 x 8.4 mmPhone Weight196 gOperating SystemAndroid 13, XOS 12.6DisplayScreen Size6.78 InchesScreen Resolution1080 x 2460 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek Helio G88 (12nm) Octa-coreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightYesFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 0.08 MPBack Video Recording1440p@30fps, 1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes', 'General Features\nRelease Date 2023-08-29\nSIM Support Dual SIM (Nano-SIM, dual stand-by)\nPhone Dimensions 168.7 x 76.6 x 8.4 mm\nPhone Weight 196 g\nOperating System Android 13, XOS 12.6\nDisplay\nScreen Size 6.78 Inches\nScreen Resolution 1080 x 2460 Pixels\nScreen Type IPS LCD\nScreen Protection N/A\nMemory\nInternal Memory 128 GB\nRAM 8 GB\nCard Slot microSDXC (dedicated slot)\nPerformance\nProcessor Mediatek Helio G88 (12nm) Octa-core\nGPU Mali-G52 MC2\nBattery\nType 5000 mAh\nCamera\nFront Camera 8 MP\nFront Flash Light Yes\nFront Video Recording 1080p@30fps\nBack Flash Light Yes\nBack Camera 50 MP + 0.08 MP\nBack Video Recording 1440p@30fps, 1080p@30fps\nConnectivity', '']"
124,                                          ,Neutral,Faywa K14 - Triple Sim - 1.4 Black & White Display - PTA APPROVED - Soft Keypad - Bluetooth Dialer - Auto Call recording - Wireless Fm radio - Powerful LED Torch - 1 year brand warranty,2299,1.0,Free Delivery,87.0,100.0,https://www.daraz.pk/products/faywa-k14-14-pta-fm-led-1-i438538978-s2122724505.html?search=1,"['pre { white-space: pre-wrap; }• Faywa K14 - Triple Sim feature phone• 1.4"" Black & White display for easy viewing• PTA approved for reliable usage in Pakistan• Soft keypad for comfortable typing• Bluetooth dialer for hands-free calling• Auto call recording for convenience• Wireless FM radio for entertainment on-the-go• Powerful LED torch for emergency situations• 1 year brand warranty for peace of mindAudio playerMemory card supported', 'Introducing the Faywa K14, a feature phone that is PTA approved and comes with a 1-year brand warranty. With its triple sim slots, you can easily switch between different networks. The phone features a 1.4 inch black and white display and a soft keypad for easy typing. It also comes with a Bluetooth dialer and auto call recording feature. The powerful LED torch is perfect for use in low light situations. Additionally, you can enjoy wireless FM radio on the go. The Faywa K14 is a reliable and practical choice for those who need a simple yet functional phone.\n\n• Faywa K14 - Triple Sim feature phone\n• 1.4"" Black & White display for easy viewing\n• PTA approved for reliable usage in Pakistan\n• Soft keypad for comfortable typing\n• Bluetooth dialer for hands-free calling\n• Auto call recording for convenience\n• Wireless FM radio for entertainment on-the-go\n• Powerful LED torch for emergency situations\n• 1 year brand warranty for peace of mind\nAudio player\nMemory card supported ', 'Specifications of Faywa K14 - Triple Sim - 1.4 Black & White Display - PTA APPROVED - Soft Keypad - Bluetooth Dialer - Auto Call recording - Wireless Fm radio - Powerful LED Torch - 1 year brand warranty\nBrand No Brand SKU 438538978_PK-2122724505 Model Faywa K14 Sim Slots Triple Sim\nWhat’s in the box 1 x Mobile Phone, 1 x Charger, 1 x user guide book/Warranty card']"
125,3 din use kiya acha hai bilkul jaisi cheez order ki waisi hi mili hai seal pack phone tha thank you selar good packing all ok hai lakin pawar bank kam hi krta baki sb thk hai thanks good phon good mobile phone thanks seller and daraz but delivery ke date ma baki sirf 7 month rahty han its disappointed because seller write in description 1 year warranty received accurately but what is the phone password same as shown tnx dear saller tnx daraz very good phone as shown in the picture  thank you daraz battery fholi hoi hy mobile on nai hoa abi tak battery ki wajah sy very bad experience  good mobile phone thanks seller and daraz but delivery ke date ma baki sirf 7 month rahty han its disappointed because seller write in description 1 year warranty                         good mobile is big battery thanks daraz very nice prodacts good sale r very good nice mobile mobile acha hai phly torha tng kiya as ne abhi thik chl rha             musb        ,Positive,"Gresso Rockstar Mobile,2.8 Inch display, Dual Sim, PTA Approved with 1 Year Brand Warranty, 5800mAH Biggest Battery With Direct Powerbank, Auto call recording, Bluetooth, Rejected unknown callers, Strong Torch Light",4200,4.5,Free Delivery,87.0,100.0,https://www.daraz.pk/products/pta-1-1-mah-i426752073-s2025653662.html?search=1,"['Gresso Rockstar Mobile,\nDual Sim,\nPTA Approved with 1 Year Brand Warranty,\n5800mAH Biggest Battery With Direct Powerbank, ( You Can Directly Charge Your Phone, Smart Watches Or Gadgets )\nAuto call recording,\nBluetooth,\nRejected unknown callers,\nStrong Torch Light\n2.8 Inch Big Display\n3D Woofer Speaker\nInternal Power bank\nMemory Card Supported\nAudio & Video Player', 'Gresso Rockstar Mobile,\nDual Sim,\nPTA Approved with 1 Year Brand Warranty,\n5800mAH Biggest Battery With Direct Powerbank, ( You Can Directly Charge Your Phone, Smart Watches Or Gadgets )\nAuto call recording,\nBluetooth,\nRejected unknown callers,\nStrong Torch Light\n2.8 Inch Big Display\n3D Woofer Speaker\nInternal Power bank\nMemory Card Supported\nAudio & Video Player', '']"
126,really liked the phone bought it in 1111 sale its display speed and overall performance is amazing and obviously for camera just one word its awesome delivered in 3 4 days trusted seller highly recommended this phone if you have budget of 150k a very nice xiaomi 13t model i am buying a daraz 1111 sale sharing my review after 1 day use so far so good delivery was a bit late and packing was not perfect but product was not damaged ill edit the review 7 day use same as shown in the picture and cheaper from the local market as described and timely delivered genuine product with all seals were intact when received excellent product quality original product and charger highly recommended xiaomi 13t is official from xiaomigood devicei bought 155999 discount of 15000 because there is voucher of bank and also there is 1111 sale device is genuinepacking is awesome with bubble paper to decrease the loss of device 1111 classy but price is quite high original product arrived safely with warranty delivered superfast next day very nice phone excellent service and product highly satisfied with the box pack pin pack non active device pta approved and this blue color is love,Positive,Xiaomi 13T,169999,4.5,Free Delivery,93.0,100.0,https://www.daraz.pk/products/13t-12gb-256gb-1-pta-i433497804-s2080954311.html?search=1,"['Display: FHD+ 6.67” CrystalRes AMOLED display | 2712 x 1220, 446 ppi\nRefresh rate: Up to 144Hz\nProcessor: MediaTek Dimensity 8200-Ultra\nCooling System: LiquidCool Technology (5000mm2 stainless steel VC + Multi-layer graphite sheets)\nFront Camera: 20 MP, f/2.2, (wide)\nRear Camera: 50 MP, f/1.9, 24mm (wide) | 50 MP, f/1.9, 50mm (telephoto) | 12 MP, f/2.2, 15mm (ultrawide)\nCamera Features: Leica lens, LED flash, HDR, panorama\nVideo Recording: HDR10+ for up to 4K at 30fps\nSecurity: In-screen fingerprint sensor | AI face unlock\nBattery & Charging: 5000mAh (typ) battery – 67W turbo charging (USB Type-C 2.0)\nAudio: Dual speakers | Dolby Atmos®\nUI and system: MIUI 14 based on Android 13\nOther Features: NFC, 5G', '', '']"
